,company,description,location,salary,title,hourly_salary,monthly_salary,annual_salary
356,    Planet Pharma,"
Experience with a wide range of advanced statistical methods, strong analytical capabilities and data explorations skills....","Cambridge, MA",,Biomarker Statistician,,,
357,    Philips Lighting,"Data Scientist (Senior). Strong working experience with Big Data and knowledge of big data infrastructure. Data Scientist, you will apply your data science and...","Cambridge, MA",,Data Scientist (Senior),,,
358,    Princeton Consulting,They are looking to add brilliant Data Scientists to their team. This firm uses computer vision and other machine learning technologies to discover meaningful...,"Boston, MA",,Data Scientist,,,
359,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Boston, MA",,Data Scientist – Predictive Analytics,,,
360,    Princeton Consulting,They are looking to add brilliant Data Scientists to their team. This firm uses computer vision and other machine learning technologies to discover meaningful...,"Boston, MA",,Data Scientist,,,
361,    Harvard University,Assist CIL’s Senior Data Scientist in execution of challenge requirements. The Crowd Innovation Lab (CIL)/NASA Tournament Lab (NTL) at Harvard is looking for an...,"Cambridge, MA",,Post-Doctoral Fellow in Data Science,,,
362,    Philips Lighting,Demonstrated experience in data analytics and data engineering. Semantic data modeling:. Quickly assimilates data and grasps the essence of where the data...,"Cambridge, MA",,Data Analyst/Engineer,,,
363,    Fortira,"
Associate Research Scientist I*. Analyze and present data to supervisor & at internal meetings. The successful candidate will play a key role in the generation...","Waltham, MA 02453",,Associate Research Scientist I,,,
364,"    Thermalin Diabetes, LLC","
Knack for communicating stories through data visualizations. At least 1-3 years experience, post graduation, in an industry setting as a data analyst....","Newton, MA",,"Data Scientist - Newton, MA",,,
365,    AlixPartners,"
Information Management Services Data Scientist Description. Handle missing data through an algorithmic approach such as multiple imputation to enable insights...","Boston, MA 02108 (Back Bay-Beacon Hill area)",,IMS Data Scientist,,,
366,    AIR Worldwide,"
Collect and analyze data related to assessing agriculture risk in new markets, including temperature, precipitation, soil information, crop yields, and crop...","Boston, MA 02116 (South End area)",,Research Scientist - Agriculture Risk Assessment and Modeling (AIR),,,
367,    State Street,"
About State Street Across the globe, institutional investors rely on us to help them manage risk, respond to challenges, and drive performance and","Boston, MA",,"Quantitative Analyst, Officer",,,
368,    Berg Health,"
Perform meticulous and well thought-out data analysis for hypothesis testing on healthcare big data. Detailed documentation of data analysis methods and...","Framingham, MA",,Data Scientist - Healthcare Analytics,,,
369,    Virgin Pulse,"
Job Duties Write SQL programs to access, clean, and transform required data prior to analysis and reporting Co nsult to and co llaborate with analytics and...","Framingham, MA 01701",,Statistical Analyst/DB Programmer,,,
370,    Apptopia,"
We are looking for a Lead Data Scientist that will help us take the quality of our current estimation algorithms to the next level....","Boston, MA",,Data Scientist,,,
371,    BNY Mellon,"
For over 230 years, the people of BNY Mellon have been at the forefront of finance, expanding the financial markets while supporting investors throughout the","Boston, MA",,Quantitative Analyst - Standish,,,
372,    Sqrrl,"
Sqrrl is looking for experienced data scientists who want to apply their skills to the challenges of building security analytics....","Cambridge, MA",,Data Scientist: Network Security Analytics,,,
373,    Philips Lighting,"Data Scientist (Senior). Strong working experience with Big Data and knowledge of big data infrastructure. Data Scientist, you will apply your data science and...","Cambridge, MA",,Data Scientist (Senior),,,
374,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Boston, MA",,Data Scientist – Predictive Analytics,,,
375,    Harvard University,Assist CIL’s Senior Data Scientist in execution of challenge requirements. The Crowd Innovation Lab (CIL)/NASA Tournament Lab (NTL) at Harvard is looking for an...,"Cambridge, MA",,Post-Doctoral Fellow in Data Science,,,
376,    Philips Lighting,Demonstrated experience in data analytics and data engineering. Semantic data modeling:. Quickly assimilates data and grasps the essence of where the data...,"Cambridge, MA",,Data Analyst/Engineer,,,
377,    KAYAK,"
We’re looking for a Data Scientist to join our marketing tech team. Familiarity with data analysis and scripting tools....","Cambridge, MA 02141 (East Cambridge area)",,Data Scientist (Programmatic Marketing),,,
378,"    GateHouse Media, Inc","
As our primary data scientist, you will dive deep into our customer data to identify the actions and behaviors of successful small business marketing, and use...","Cambridge, MA 02141 (East Cambridge area)",,Data Scientist,,,
379,    Philips Lighting,"
Data Scientist (Senior). Strong working experience with Big Data and knowledge of big data infrastructure. Data Scientist, you will apply your data science and...","Cambridge, MA",,Data Scientist (Senior),,,
380,    FM Global,"
PhD or Masters degree in Data Science, Statistics, Economics, Econometrics, Operations Research, or other relevant analytics fields Business experience in...","Norwood, MA",,Sr. Research Scientist Data Science Analytics,,,
381,    Agile Solutions,"
Will be working with Data analysis and discovery for the SAP Consumer Insight 365 product, by analyzing data, applying static logics, building decision trees,...","Boston, MA 02109 (Central area)",,Data Scientist,,,
382,    Glympse Bio,"
Document your data and progress in technical reports suitable for regulatory filings. Glympse Bio is looking for a talented Scientist/Senior Scientist to lead...","Cambridge, MA 02139 (Area IV area)",,Scientist/Senior Scientist - Liver Research,,,
383,    Wayfair,"
The Wayfair Marketing team is looking for a tenacious and results-oriented data scientist to join the team. Experience with data analysis languages (R, Python...","Boston, MA",,Marketing Data Scientist,,,
384,    Santander Bank,"
Working knowledge of data querying languages and software, such SQL, ODBC, OLEDB desired. Risk is present in all of Santander’s activities and effective Risk...","Boston, MA",,CCAR Quantitative Analyst,,,
385,    Charles River Analytics,"
A record of managing geographically dispersed teams of scientists, engineers, and subcontractors. Charles River Analytics is looking for a Senior Scientist to...","Cambridge, MA 02138 (West Cambridge area)",,Sr. Scientist,,,
386,    EnerNOC,"
Previous experience with data analytics, machine learning or data visualization. We are building EnerNOC's next generation data services and analytics platform...","Boston, MA",,Big Data Development Manager,,,
387,    Philips Lighting,"Data Scientist (Senior). Strong working experience with Big Data and knowledge of big data infrastructure. Data Scientist, you will apply your data science and...","Cambridge, MA",,Data Scientist (Senior),,,
388,    Princeton Consulting,They are looking to add brilliant Data Scientists to their team. This firm uses computer vision and other machine learning technologies to discover meaningful...,"Boston, MA",,Data Scientist,,,
389,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Boston, MA",,Data Scientist – Predictive Analytics,,,
390,    Harvard University,Assist CIL’s Senior Data Scientist in execution of challenge requirements. The Crowd Innovation Lab (CIL)/NASA Tournament Lab (NTL) at Harvard is looking for an...,"Cambridge, MA",,Post-Doctoral Fellow in Data Science,,,
391,    Philips Lighting,Demonstrated experience in data analytics and data engineering. Semantic data modeling:. Quickly assimilates data and grasps the essence of where the data...,"Cambridge, MA",,Data Analyst/Engineer,,,
392,    Gallup,"
Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Boston, MA",,Data Scientist – Predictive Analytics,,,
393,    Physical Sciences Inc.,"
Candidates with deep knowledge and demonstrated record of accomplishment in applying statistics-based data analytics algorithms for signature extraction and...","Boston, MA",,Applied Physicist/Data Analytics,,,
394,    Harvard University,"
Demonstrated knowledge of data management and analysis for multiplex and high-throughput biological assays....","Boston, MA",,Scientific Software Programmer,,,
395,    Indigo Agriculture,"
Clear understanding of data accountabilities and responsibilities among data management staff, Field trial staff and research scientists....","Charlestown, MA 02129 (Fenway-Kenmore area)",,Data Manager,,,
396,    MIT,"
Analyzing qualitative and quantitative data from instruments, interviews, and online data collecting; Defining and/or creating appropriate research instruments...","Cambridge, MA",,"Research Scientist, Teaching Systems Lab",,,
