,company,description,location,salary,title,hourly_salary,monthly_salary,annual_salary
1373,    McCormick,"
Ability to perform data analysis. Includes sample preparation, testing, and data gathering. Collaborate with other scientists and technologists to deliver....","Hunt Valley, MD 21031",,Co-Op - Product Development,,,
1374,    National Security Agency,"
These include, but are not limited to, problems in cryptography, data mining, predictive and explanatory modeling, temporal analysis and forecasting, signals...","Fort George G Meade, MD",75091.5,Mathematical Statisticians,,,75091.5
1381,    Stifel Nicolaus,"
Managing the databases and electronic data services (i.e. Uses all resources to determine and locate relevant data. SUMMARY OF RESPONSIBILITIES....","Baltimore, MD",,Associate Research Analyst I in Real Estate/Lodging,,,
1382,    Johns Hopkins Bloomberg School of Public Health,"
Assure data quality for documentation and dissemination of data; Develop and implement strategies and maintain consistent procedures for data processing and...","Baltimore, MD 21205 (Orangeville area)",,Research Data Analyst,,,
1383,    Net-Consultants,"
Work with Data Scientists to create a data pipeline that supports offline analysis, and online experimentation....","Baltimore, MD",,OCaml and Python Developer,,,
1384,    Battelle,"
Experience analyzing data collected from surveys with complex designs, including issues with weighting, missing data, and imputation....","Baltimore, MD 21217 (West Baltimore area)",,Principal Statistician,,,
1385,    EA Engineering Science and Technology,"
Field studies and data gathering activities; EA Engineering, Science, and Technology, Inc....","Hunt Valley, MD",,EHS Compliance/Management Specialist (Scientist III),,,
1386,    T3 Trading Group LLC,"
Statistical Pairs Trading and Convergence Position We are currently hiring proprietary traders for our selective Pairs Trading Group. The pair trade or pairs","Annapolis, MD",,Statistical Pairs Trading Positions,,,
1387,    Leidos,"
Experience with Data Manipulation/Scripting (PERL, SQL, PL/SQL, EXEL API, shell scripting). Science or related field or 5 years of computer scientist...","Columbia, MD",,Computer Scientist - C /Python,,,
1388,    McCormick,"
Product Development Scientist – Topical Snack Seasonings. This Scientist will report to a Director, Product Development....","Hunt Valley, MD 21031",,Product Development Scientist - Topical Snack Seasonings,,,
1389,    Wood Consulting,"
Computer Scientist (Junior). In addition, experience is required in system analysis and data flow paths....","Fort Meade, MD",,Computer Scientist (Junior),,,
1390,    Leidos,"
Experience with Data Manipulation/Scripting (PERL, SQL, PL/SQL, EXEL API, shell scripting). Science or related field or 3 years of computer scientist...","Columbia, MD",,Junior Computer Scientist,,,
1395,    Battelle,"
Strong analytical and data interpretation skills, and ability to analyze and interpret healthcare and public health data....","Arlington, MD 21215 (Pimlico area)",,Principal Research Scientist: Health Informatics and Standards,,,
1396,"    NJVC, LLC","
Develops cost-benefit analysis, data collection, data analysis, risk analysis, simulation model execution, economic analysis, and operational effectiveness...","Fort Meade, MD",,Operations Research Analyst,,,
1397,    T. Rowe Price,"
After a high level overview of the project is provided by the senior manager, the incumbent is responsible for all aspects of the research project including...","Baltimore, MD",,Sr Market Research Analyst,,,
1398,    WMHCPH,"
Minimum two years Clinical/Toxicology LC/MS/MS data analysis experience. Analyzing/ quantifying the multiple analytes data using Analyst software....","Baltimore, MD",,Lab Technician/LC-MS Chemist,,,
1399,    Becton Dickinson & Company,"
Experience with lab-based experimental design, data generation and interpretation are essential. The selected individual will be responsible for experimental...","Baltimore, MD",,Scientist II,,,
1400,    T. Rowe Price,"
Experience conducting empirical research and working with large financial data sets. Rowe Price is an independent investment management firm with an unyielding...","Baltimore, MD",,Quantitative Analyst,,,
1401,    KCI Technologies,"
Entering data into databases. Assisting inspectors that perform building inspections....","Sparks, MD",,Scientist in Training,,,
1402,    State of Maryland,"
Recommends changes to agency data collection and analysis practices; At least one year of experience compiling and analyzing data in SAS (statistical analysis...","Baltimore, MD",60934.5,ADMINISTRATOR II *RE-OPENED* (EMS Data Analysis Program Manager),,,60934.5
1403,    EA Engineering Science and Technology,"
Project activities will include the development of study plans to provide for model development/calibration, assisting with field surveys, data processing and...","Hunt Valley, MD",,Hydrodynamic/Hydrothermal Modeler (Scientist III),,,
1404,    T. Rowe Price,"
Experience conducting empirical financial research and working with large data sets. Execute operational duties, such as ongoing generation and maintenance of...","Baltimore, MD",,Quantitative Analyst – Asset Allocation,,,
1410,"    American Urological Association Linthicum, Marylan...","
Clinical Research Scientist. We are actively recruiting for a Clinical Research Scientist. Experience in the analysis of clinical and/or health services...","Linthicum, MD",,Clinical Research Scientist,,,
1411,    Telephonics,"
The responsibilities of scientists in the SRB are:. (SEG) produces high-fidelity physics-based simulations, analyses, and engineering data products for the U.S....","Columbia, MD",,Principal Research Scientist,,,
1412,    Morgan Stanley,"
Have proficiency with data warehousing designs, data architecture and database technologies. The Quantitative Data Analyst – VP will:....","Baltimore, MD",,Quantitative Data Analyst,,,
1413,    Wood Consulting,"
Should be able to collect required data, elicit data for variables required, verify data appropriateness and accuracy, present findings and write/edit technical...","Annapolis Junction, MD",,Operations Research Systems Analysis Analyst (Senior),,,
1414,    Novetta,"
Our products are focused on processing and analyzing vast amounts of data in these core areas. Evaluating and analyzing complex data and telecommunications...","Columbia, MD",,Computer Scientist,,,
1415,"    Paragon Bioservices, Inc.","
Instrument care, maintenance, troubleshooting and data interpretation. Document writing, data interpretation, presentation, statistical analysis and trending....","Baltimore, MD 21201 (Downtown area)",,Associate Scientist II-Analytics,,,
1416,    Becton Dickinson & Company,"
Assures technical oversight to experimental design, data generation and interpretation. Leads programs where delivering high-quality data, and progressing...","Baltimore, MD",,Senior Staff Scientist,,,
1417,    Engility Corporation,"
Input and extract CBRN data from appropriate data management systems, as well as develop appropriate data management systems to store CBRN data....","Edgewood, MD",,Operations Research Analyst,,,
1418,    Booz Allen Hamilton,"
Job Number: 01214420 Key Role: Provide operational research techniques for determining standards for measures of performance and effectiveness that will be","Annapolis Junction, MD",,Operations Research Analyst,,,
1419,    Parsons Corporation,"
Developing simple data queries for databases or data repositories. If so, we are seeking a computer scientist to support technically diverse and challenging...","Columbia, MD",,Computer Scientist,,,
1425,    State of Maryland,"
Analyzing surveillance data; Armed Forces military service experience as a commissioned officer in Health Care Science classifications or Clinical Lab, Medical...","Baltimore, MD",50508.0,EPIDEMIOLOGIST I,,,50508.0
1426,    Metrics for Management,"
Oversee implementation of research in low- and middle-income countries, including setting up systems for data quality control, creating sampling frames and...","Baltimore, MD",,Public Health Research Analyst,,,
1427,    PSI Pax,"
PSI Pa x is currently recruiting for a System Security Research Analyst to sup port our government customer in Baltimore , MD . Duties & Responsibilities:","Baltimore, MD",,System Security Research Analyst,,,
1428,    The Johns Hopkins Applied Physics Laboratory,"
Extensive experience with data transformation/conversion – extracting, transforming, parsing, porting data into defined data structures....","Laurel, MD",,Lead Data Scientist,,,
