"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Letcher County, KY"	"21133"	4814	392352	1226.95946	1192.29909	1261.61984
	"Lewis County, KY"	"21135"	2422	222383	1089.11203	1045.73682	1132.48723
	"Lincoln County, KY"	"21137"	4055	388953	1042.54242	1010.45355	1074.63128
	"Livingston County, KY"	"21139"	1912	153208	1247.97661	1192.03711	1303.91611
	"Logan County, KY"	"21141"	4672	427521	1092.81182	1061.47535	1124.14828
	"Lyon County, KY"	"21143"	1694	132503	1278.46162	1217.57988	1339.34336
	"McCracken County, KY"	"21145"	12389	1041821	1189.16781	1168.22760	1210.10803
	"McCreary County, KY"	"21147"	2891	284007	1017.93266	980.82606	1055.03925
	"McLean County, KY"	"21149"	1878	155271	1209.49823	1154.79493	1264.20153
	"Madison County, KY"	"21151"	9692	1266602	765.19696	749.96266	780.43126
	"Magoffin County, KY"	"21153"	2250	211691	1062.86994	1018.95170	1106.78818
	"Marion County, KY"	"21155"	3008	308409	975.32822	940.47299	1010.18345
	"Marshall County, KY"	"21157"	6132	494280	1240.59238	1209.54077	1271.64399
	"Martin County, KY"	"21159"	2039	206259	988.56292	945.65359	1031.47226
	"Mason County, KY"	"21161"	3234	274143	1179.67630	1139.01803	1220.33457
	"Meade County, KY"	"21163"	3016	459702	656.07720	632.66213	679.49226
	"Menifee County, KY"	"21165"	1079	103203	1045.51224	983.12806	1107.89642
	"Mercer County, KY"	"21167"	3860	338142	1141.53226	1105.51998	1177.54453
	"Metcalfe County, KY"	"21169"	1985	160864	1233.96161	1179.67690	1288.24631
	"Monroe County, KY"	"21171"	2353	179578	1310.29413	1257.35048	1363.23779
	"Montgomery County, KY"	"21173"	3787	400799	944.86264	914.76883	974.95644
	"Morgan County, KY"	"21175"	2087	223333	934.47901	894.38639	974.57162
	"Muhlenberg County, KY"	"21177"	6158	504470	1220.68706	1190.19824	1251.17587
	"Nelson County, KY"	"21179"	5345	661035	808.58048	786.90317	830.25780
	"Nicholas County, KY"	"21181"	1525	112781	1352.17812	1284.31168	1420.04455
	"Ohio County, KY"	"21183"	4140	377488	1096.72360	1063.31540	1130.13181
	"Oldham County, KY"	"21185"	4853	888476	546.21622	530.84828	561.58415
	"Owen County, KY"	"21187"	1714	172447	993.92857	946.87356	1040.98358
	"Owsley County, KY"	"21189"	1195	76125	1569.78654	1480.78188	1658.79119
	"Pendleton County, KY"	"21191"	2147	235052	913.41490	874.77748	952.05233
	"Perry County, KY"	"21193"	5953	460759	1291.99864	1259.17776	1324.81951
	"Pike County, KY"	"21195"	12752	1054035	1209.82700	1188.82841	1230.82559
	"Powell County, KY"	"21197"	2324	205698	1129.81167	1083.87663	1175.74670
	"Pulaski County, KY"	"21199"	11072	969241	1142.33715	1121.05883	1163.61547
	"Robertson County, KY"	"21201"	516	36202	1425.33562	1302.35169	1548.31954
	"Rockcastle County, KY"	"21203"	3045	269774	1128.72256	1088.63131	1168.81381
	"Rowan County, KY"	"21205"	3120	365353	853.96863	824.00319	883.93407
	"Russell County, KY"	"21207"	3250	273733	1187.28834	1146.46857	1228.10812
	"Scott County, KY"	"21209"	4349	672166	647.01279	627.78302	666.24257
	"Shelby County, KY"	"21211"	4827	624996	772.32494	750.53694	794.11295
	"Simpson County, KY"	"21213"	2816	273044	1031.33561	993.24308	1069.42813
	"Spencer County, KY"	"21215"	1706	244700	697.18022	664.09671	730.26373
	"Taylor County, KY"	"21217"	4256	383290	1110.38639	1077.02613	1143.74665
	"Todd County, KY"	"21219"	2089	195324	1069.50503	1023.64126	1115.36879
	"Trigg County, KY"	"21221"	2547	218538	1165.47237	1120.20934	1210.73539
	"Trimble County, KY"	"21223"	1314	138900	946.00432	894.85363	997.15501
	"Union County, KY"	"21225"	2681	243804	1099.65382	1058.02792	1141.27972
	"Warren County, KY"	"21227"	13187	1693151	778.84371	765.55039	792.13702
	"Washington County, KY"	"21229"	1940	183199	1058.95775	1011.83465	1106.08084
	"Wayne County, KY"	"21231"	3442	327530	1050.89610	1015.78775	1086.00445
	"Webster County, KY"	"21233"	2596	220638	1176.58790	1131.32648	1221.84931
	"Whitley County, KY"	"21235"	6928	574817	1205.25315	1176.87197	1233.63433
	"Wolfe County, KY"	"21237"	1570	114909	1366.29855	1298.71331	1433.88379
	"Woodford County, KY"	"21239"	3244	387569	837.01225	808.20860	865.81589
	"Acadia Parish, LA"	"22001"	10073	967680	1040.94329	1020.61486	1061.27171
	"Allen Parish, LA"	"22003"	3333	408794	815.32508	787.64488	843.00528
	"Ascension Parish, LA"	"22005"	9639	1537462	626.94232	614.42626	639.45839
	"Assumption Parish, LA"	"22007"	3297	372827	884.32436	854.13818	914.51055
	"Avoyelles Parish, LA"	"22009"	7831	665121	1177.37975	1151.30237	1203.45714
	"Beauregard Parish, LA"	"22011"	5351	552198	969.03647	943.07204	995.00089
	"Bienville Parish, LA"	"22013"	3447	236221	1459.22674	1410.51225	1507.94124
	"Bossier Parish, LA"	"22015"	13905	1774267	783.70392	770.67757	796.73026
	"Caddo Parish, LA"	"22017"	42867	4036002	1062.11543	1052.06080	1072.17006
	"Calcasieu Parish, LA"	"22019"	29234	3016780	969.04647	957.93794	980.15500
	"Caldwell Parish, LA"	"22021"	1995	163837	1217.67366	1164.23993	1271.10740
	"Cameron Parish, LA"	"22023"	942	132533	710.76638	665.37666	756.15609
	"Catahoula Parish, LA"	"22025"	2034	167881	1211.57248	1158.91865	1264.22632
	"Claiborne Parish, LA"	"22027"	3156	270608	1166.26264	1125.57299	1206.95229
	"Concordia Parish, LA"	"22029"	3726	325468	1144.81301	1108.05354	1181.57247
	"De Soto Parish, LA"	"22031"	4607	419897	1097.17383	1065.49111	1128.85655
	"East Baton Rouge Parish, LA"	"22033"	55687	6843747	813.69168	806.93336	820.45001
	"East Carroll Parish, LA"	"22035"	1507	132628	1136.26082	1078.89179	1193.62985
	"East Feliciana Parish, LA"	"22037"	3644	326964	1114.49579	1078.30939	1150.68218
	"Evangeline Parish, LA"	"22039"	6032	551297	1094.14707	1066.53487	1121.75928
	"Franklin Parish, LA"	"22041"	4289	333033	1287.86036	1249.31725	1326.40348
	"Grant Parish, LA"	"22043"	3276	332065	986.55384	952.77032	1020.33736
	"Iberia Parish, LA"	"22045"	11019	1172523	939.76835	922.22123	957.31546
	"Iberville Parish, LA"	"22047"	5001	532275	939.55192	913.51148	965.59237
	"Jackson Parish, LA"	"22049"	3128	253695	1232.97661	1189.76728	1276.18594
	"Jefferson Parish, LA"	"22051"	65331	7079308	922.84444	915.76783	929.92104
	"Jefferson Davis Parish, LA"	"22053"	5640	502067	1123.35605	1094.03807	1152.67402
	"Lafayette Parish, LA"	"22055"	24631	3360310	732.99785	723.84370	742.15199
	"Lafourche Parish, LA"	"22057"	12626	1504257	839.35125	824.71038	853.99213
	"La Salle Parish, LA"	"22059"	2669	232993	1145.52798	1102.06820	1188.98775
	"Lincoln Parish, LA"	"22061"	5619	720529	779.84370	759.45290	800.23449
	"Livingston Parish, LA"	"22063"	13471	1839084	732.48421	720.11465	744.85378
	"Madison Parish, LA"	"22065"	2390	201849	1184.05343	1136.58242	1231.52443
	"Morehouse Parish, LA"	"22067"	6072	463515	1309.98997	1277.03976	1342.94018
	"Natchitoches Parish, LA"	"22069"	6054	626412	966.45658	942.11116	990.80200
	"Orleans Parish, LA"	"22071"	61338	6392938	959.46496	951.87184	967.05808
	"Ouachita Parish, LA"	"22073"	22890	2419947	945.88848	933.63462	958.14235
	"Plaquemines Parish, LA"	"22075"	3138	403087	778.49199	751.25345	805.73052
	"Pointe Coupee Parish, LA"	"22077"	3899	361922	1077.30395	1043.48830	1111.11960
	"Rapides Parish, LA"	"22079"	21494	2069958	1038.37856	1024.49652	1052.26059
	"Red River Parish, LA"	"22081"	1748	147795	1182.71931	1127.27371	1238.16490
	"Richland Parish, LA"	"22083"	3944	332116	1187.53688	1150.47438	1224.59939
	"Sabine Parish, LA"	"22085"	4328	382274	1132.17221	1098.44154	1165.90288
	"St. Bernard Parish, LA"	"22087"	8030	790262	1016.11870	993.89366	1038.34375
	"St. Charles Parish, LA"	"22089"	5846	817297	715.28465	696.94861	733.62069
	"St. Helena Parish, LA"	"22091"	1790	172839	1035.64589	987.66803	1083.62375
	"St. James Parish, LA"	"22093"	3033	346447	875.45858	844.30160	906.61557
	"St. John the Baptist Parish, LA"	"22095"	5682	719039	790.22139	769.67412	810.76867
	"St. Landry Parish, LA"	"22097"	14795	1356187	1090.92625	1073.34726	1108.50524
	"St. Martin Parish, LA"	"22099"	6832	814640	838.65266	818.76589	858.53943
	"St. Mary Parish, LA"	"22101"	8359	859868	972.12595	951.28578	992.96613
	"St. Tammany Parish, LA"	"22103"	28510	3519052	810.16137	800.75702	819.56573
	"Tangipahoa Parish, LA"	"22105"	17139	1809597	947.11695	932.93726	961.29665
	"Tensas Parish, LA"	"22107"	1097	90174	1216.53692	1144.54594	1288.52789
	"Terrebonne Parish, LA"	"22109"	14691	1746353	841.23886	827.63539	854.84233
	"Union Parish, LA"	"22111"	4129	362896	1137.79154	1103.08620	1172.49689
	"Vermilion Parish, LA"	"22113"	8646	904327	956.07009	935.91716	976.22302
	"Vernon Parish, LA"	"22115"	5659	827230	684.09028	666.26650	701.91405
	"Washington Parish, LA"	"22117"	8961	729113	1229.02760	1203.58043	1254.47477
	"Webster Parish, LA"	"22119"	8476	659566	1285.08747	1257.72890	1312.44603
	"West Baton Rouge Parish, LA"	"22121"	2915	366587	795.17277	766.30599	824.03955
	"West Carroll Parish, LA"	"22123"	2316	189570	1221.71230	1171.95512	1271.46947
	"West Feliciana Parish, LA"	"22125"	1710	246586	693.47003	660.60109	726.33897
	"Winn Parish, LA"	"22127"	3017	251770	1198.31592	1155.55572	1241.07613
	"Androscoggin County, ME"	"23001"	16550	1706416	969.86901	955.09256	984.64546
	"Aroostook County, ME"	"23003"	13360	1156913	1154.79729	1135.21522	1174.37936
	"Cumberland County, ME"	"23005"	38492	4432467	868.41030	859.73477	877.08583
	"Franklin County, ME"	"23007"	4591	484325	947.91720	920.49686	975.33754
	"Hancock County, ME"	"23009"	8898	858293	1036.70891	1015.16787	1058.24995
	"Kennebec County, ME"	"23011"	19131	1926921	992.82742	978.75849	1006.89635
	"Knox County, ME"	"23013"	6931	639742	1083.40550	1057.89910	1108.91190
	"Lincoln County, ME"	"23015"	6268	549505	1140.66296	1112.42399	1168.90193
	"Oxford County, ME"	"23017"	9775	909520	1074.74272	1053.43671	1096.04874
	"Penobscot County, ME"	"23019"	22571	2409581	936.71887	924.49835	948.93940
	"Piscataquis County, ME"	"23021"	3499	278083	1258.25743	1216.56534	1299.94951
	"Sagadahoc County, ME"	"23023"	5110	568140	899.42620	874.76517	924.08722
	"Somerset County, ME"	"23025"	8410	825935	1018.23993	996.47746	1040.00240
	"Waldo County, ME"	"23027"	5656	610452	926.52657	902.37979	950.67336
	"Washington County, ME"	"23029"	6774	530043	1278.00952	1247.57492	1308.44412
	"York County, ME"	"23031"	27165	3130925	867.63496	857.31714	877.95279
	"Allegany County, MD"	"24001"	14561	1189842	1223.77593	1203.89840	1243.65346
	"Anne Arundel County, MD"	"24003"	60409	8359421	722.64574	716.88298	728.40851
	"Baltimore County, MD"	"24005"	121292	12660656	958.02303	952.63145	963.41461
	"Calvert County, MD"	"24009"	9264	1358259	682.04959	668.16054	695.93865
	"Caroline County, MD"	"24011"	5091	506802	1004.53432	976.94002	1032.12861
	"Carroll County, MD"	"24013"	20935	2608670	802.51622	791.64513	813.38732
	"Cecil County, MD"	"24015"	12603	1541211	817.73359	803.45679	832.01039
	"Charles County, MD"	"24017"	13598	2224400	611.31092	601.03594	621.58589
	"Dorchester County, MD"	"24019"	6047	507598	1191.29705	1161.27045	1221.32365
	"Frederick County, MD"	"24021"	23296	3557894	654.76937	646.36115	663.17758
	"Garrett County, MD"	"24023"	4805	480123	1000.78522	972.48757	1029.08286
	"Harford County, MD"	"24025"	27646	3798300	727.85193	719.27202	736.43185
	"Howard County, MD"	"24027"	20713	4405263	470.18759	463.78426	476.59092
	"Kent County, MD"	"24029"	4039	315923	1278.47608	1239.04745	1317.90472
	"Montgomery County, MD"	"24031"	84963	15050966	564.50197	560.70614	568.29780
	"Prince George's County, MD"	"24033"	86044	13598328	632.75426	628.52630	636.98222
	"Queen Anne's County, MD"	"24035"	5797	726291	798.16492	777.61799	818.71186
	"St. Mary's County, MD"	"24037"	10460	1579495	662.23698	649.54575	674.92821
	"Somerset County, MD"	"24039"	4060	414022	980.62422	950.45975	1010.78869
	"Talbot County, MD"	"24041"	6837	581986	1174.77053	1146.92366	1202.61739
	"Washington County, MD"	"24043"	21877	2277464	960.58599	947.85686	973.31511
	"Wicomico County, MD"	"24045"	13898	1498771	927.29310	911.87620	942.70999
	"Worcester County, MD"	"24047"	9113	800667	1138.17605	1114.80733	1161.54476
	"Baltimore city, MD"	"24510"	117103	10047059	1165.54506	1158.86930	1172.22083
	"Barnstable County, MA"	"25001"	44046	3511429	1254.36112	1242.64657	1266.07566
	"Berkshire County, MA"	"25003"	24014	2113188	1136.38730	1122.01421	1150.76039
	"Bristol County, MA"	"25005"	80475	8723413	922.51737	916.14354	928.89119
	"Dukes County, MA"	"25007"	2118	256660	825.21624	790.07146	860.36102
	"Essex County, MA"	"25009"	101605	11807604	860.50481	855.21364	865.79598
	"Franklin County, MA"	"25011"	10478	1144736	915.32021	897.79393	932.84650
	"Hampden County, MA"	"25013"	71186	7385965	963.80094	956.72073	970.88115
	"Hampshire County, MA"	"25015"	19330	2499776	773.26928	762.36817	784.17040
	"Middlesex County, MA"	"25017"	177216	23817920	744.04482	740.58061	747.50903
	"Nantucket County, MA"	"25019"	1027	158826	646.61957	607.07201	686.16713
	"Norfolk County, MA"	"25021"	88908	10608961	838.04625	832.53749	843.55501
	"Plymouth County, MA"	"25023"	65118	7817081	833.02194	826.62368	839.42020
	"Suffolk County, MA"	"25025"	79678	11374546	700.49389	695.62992	705.35787
	"Worcester County, MA"	"25027"	107110	12547077	853.66496	848.55252	858.77740
	"Alcona County, MI"	"26001"	2749	179692	1529.83995	1472.65066	1587.02924
	"Alger County, MI"	"26003"	1816	154476	1175.58715	1121.51757	1229.65672
	"Allegan County, MI"	"26005"	13923	1762476	789.96820	776.84623	803.09018
	"Alpena County, MI"	"26007"	5598	483375	1158.10706	1127.76896	1188.44516
	"Antrim County, MI"	"26009"	3898	378885	1028.80821	996.51066	1061.10576
	"Arenac County, MI"	"26011"	3144	264630	1188.07391	1146.54427	1229.60356
	"Baraga County, MI"	"26013"	1669	141152	1182.41328	1125.68532	1239.14125
	"Barry County, MI"	"26015"	7793	940064	828.98611	810.58047	847.39175
	"Bay County, MI"	"26017"	17998	1736229	1036.61441	1021.46969	1051.75913
	"Benzie County, MI"	"26019"	2931	275696	1063.12750	1024.63878	1101.61623
	"Berrien County, MI"	"26021"	26191	2534464	1033.39404	1020.87861	1045.90948
	"Branch County, MI"	"26023"	6810	730906	931.72036	909.59104	953.84968
	"Calhoun County, MI"	"26025"	22859	2196207	1040.83996	1027.34687	1054.33305
	"Cass County, MI"	"26027"	7838	831362	942.79026	921.91805	963.66248
	"Charlevoix County, MI"	"26029"	4052	420127	964.47027	934.77343	994.16710
	"Cheboygan County, MI"	"26031"	4678	424866	1101.05304	1069.50051	1132.60557
	"Chippewa County, MI"	"26033"	5219	620851	840.62037	817.81368	863.42707
	"Clare County, MI"	"26035"	6133	499222	1228.51156	1197.76484	1259.25829
	"Clinton County, MI"	"26037"	8019	1150563	696.96314	681.70837	712.21791
	"Crawford County, MI"	"26039"	2517	228471	1101.67155	1058.63211	1144.71099
	"Delta County, MI"	"26041"	6600	602358	1095.69392	1069.25929	1122.12856
	"Dickinson County, MI"	"26043"	4974	427804	1162.68198	1130.36995	1194.99400
	"Eaton County, MI"	"26045"	13868	1712907	809.61780	796.14279	823.09282
	"Emmet County, MI"	"26047"	4861	520901	933.19076	906.95681	959.42471
	"Genesee County, MI"	"26049"	65045	6910820	941.20524	933.97199	948.43849
	"Gladwin County, MI"	"26051"	5057	418210	1209.20112	1175.87320	1242.52903
	"Gogebic County, MI"	"26053"	3837	267233	1435.82567	1390.39366	1481.25767
	"Grand Traverse County, MI"	"26055"	11412	1352104	844.01792	828.53236	859.50347
	"Gratiot County, MI"	"26057"	6898	676032	1020.36590	996.28624	1044.44556
	"Hillsdale County, MI"	"26059"	7019	748586	937.63442	915.69870	959.57015
	"Houghton County, MI"	"26061"	6042	578626	1044.19781	1017.86795	1070.52766
	"Huron County, MI"	"26063"	7157	546157	1310.42905	1280.06889	1340.78921
	"Ingham County, MI"	"26065"	31202	4508290	692.10277	684.42323	699.78231
	"Ionia County, MI"	"26067"	7521	1021040	736.60190	719.95432	753.24948
	"Iosco County, MI"	"26069"	6166	423277	1456.72928	1420.36850	1493.09006
	"Iron County, MI"	"26071"	3214	196026	1639.57842	1582.89379	1696.26306
	"Isabella County, MI"	"26073"	6751	1085997	621.64076	606.81177	636.46975
	"Jackson County, MI"	"26075"	24381	2571535	948.11076	936.20960	960.01192
	"Kalamazoo County, MI"	"26077"	31186	3945821	790.35516	781.58316	799.12716
	"Kalkaska County, MI"	"26079"	2603	274793	947.25848	910.86803	983.64894
	"Kent County, MI"	"26081"	67071	9549197	702.37319	697.05754	707.68885
	"Keweenaw County, MI"	"26083"	364	34791	1046.24759	938.76458	1153.73061
	"Lake County, MI"	"26085"	2397	184023	1302.55457	1250.40893	1354.70021
	"Lapeer County, MI"	"26087"	10953	1430183	765.84605	751.50335	780.18875
	"Leelanau County, MI"	"26089"	3147	345745	910.20839	878.40682	942.00996
	"Lenawee County, MI"	"26091"	14532	1602006	907.11271	892.36398	921.86144
	"Livingston County, MI"	"26093"	18067	2807726	643.47447	634.09141	652.85753
	"Luce County, MI"	"26095"	1184	108254	1093.72402	1031.42403	1156.02401
	"Mackinac County, MI"	"26097"	2177	182937	1190.02717	1140.03710	1240.01724
	"Macomb County, MI"	"26099"	121862	13240880	920.34668	915.17927	925.51410
	"Manistee County, MI"	"26101"	4634	396774	1167.91927	1134.29206	1201.54648
	"Marquette County, MI"	"26103"	9974	1058732	942.07033	923.58170	960.55895
	"Mason County, MI"	"26105"	5172	458224	1128.70561	1097.94411	1159.46711
	"Mecosta County, MI"	"26107"	5570	677457	822.19240	800.59995	843.78486
	"Menominee County, MI"	"26109"	4304	392090	1097.70716	1064.91225	1130.50207
	"Midland County, MI"	"26111"	10597	1338110	791.93788	776.85947	807.01630
	"Missaukee County, MI"	"26113"	2314	238259	971.21200	931.63996	1010.78404
	"Monroe County, MI"	"26115"	20421	2406689	848.51013	836.87223	860.14803
	"Montcalm County, MI"	"26117"	9002	1006907	894.02497	875.55627	912.49366
	"Montmorency County, MI"	"26119"	2451	159575	1535.95488	1475.14658	1596.76318
	"Muskegon County, MI"	"26121"	25796	2751870	937.39893	925.95950	948.83836
	"Newaygo County, MI"	"26123"	7099	777413	913.15684	891.91448	934.39921
	"Oakland County, MI"	"26125"	149854	19296014	776.60599	772.67390	780.53807
	"Oceana County, MI"	"26127"	3937	430414	914.70073	886.12796	943.27350
	"Ogemaw County, MI"	"26129"	4682	347592	1346.98152	1308.39798	1385.56505
	"Ontonagon County, MI"	"26131"	1725	114000	1513.15789	1441.75008	1584.56571
	"Osceola County, MI"	"26133"	3618	376799	960.19363	928.90543	991.48183
	"Oscoda County, MI"	"26135"	1881	143840	1307.70300	1248.60527	1366.80073
	"Otsego County, MI"	"26137"	3583	386733	926.47899	896.14230	956.81569
	"Ottawa County, MI"	"26139"	25383	4112695	617.18654	609.59376	624.77932
	"Presque Isle County, MI"	"26141"	2930	220768	1327.18510	1279.12842	1375.24178
	"Roscommon County, MI"	"26143"	6008	400598	1499.75786	1461.83403	1537.68170
	"Saginaw County, MI"	"26145"	32535	3264765	996.54952	985.72074	1007.37830
	"St. Clair County, MI"	"26147"	24825	2634757	942.21213	930.49125	953.93301
	"St. Joseph County, MI"	"26149"	9619	989105	972.49534	953.06060	991.93007
	"Sanilac County, MI"	"26151"	7421	701359	1058.08865	1034.01473	1082.16258
	"Schoolcraft County, MI"	"26153"	1792	138622	1292.72410	1232.87014	1352.57806
	"Shiawassee County, MI"	"26155"	10404	1140857	911.94602	894.42235	929.46969
	"Tuscola County, MI"	"26157"	8715	908526	959.24608	939.10640	979.38575
