,Notes,County,County Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Race,Race Code,Hispanic Origin,Hispanic Origin Code,Deaths,Population,Crude Rate,% of Total Deaths,year,pct_total_deaths,deaths,population,crude_100k,county_id,state,county_code,CTYNAME,pop_merge_ind
127,,"Bernalillo County, NM",35001.0,55-64 years,55-64,Female,F,White,2106-3,Hispanic or Latino,2135-2,11.0,15776.0,Unreliable,0.029%,2014,0.029,11.0,15776.0,69.7261663286,35001,NM,35001,Bernalillo County,Bernalillo County_2014
128,,"Bernalillo County, NM",35001.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,17.0,25243.0,Unreliable,0.044%,2014,0.044,17.0,25243.0,67.3454026859,35001,NM,35001,Bernalillo County,Bernalillo County_2014
129,,"Bernalillo County, NM",35001.0,55-64 years,55-64,Male,M,White,2106-3,Hispanic or Latino,2135-2,25.0,13557.0,184.407,0.065%,2014,0.065,25.0,13557.0,184.406579627,35001,NM,35001,Bernalillo County,Bernalillo County_2014
130,,"Bernalillo County, NM",35001.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,25.0,22886.0,109.237,0.065%,2014,0.065,25.0,22886.0,109.237088176,35001,NM,35001,Bernalillo County,Bernalillo County_2014
131,,"Bernalillo County, NM",35001.0,65-74 years,65-74,Male,M,White,2106-3,Hispanic or Latino,2135-2,11.0,8027.0,Unreliable,0.029%,2014,0.029,11.0,8027.0,137.037498443,35001,NM,35001,Bernalillo County,Bernalillo County_2014
132,,"McKinley County, NM",35031.0,35-44 years,35-44,Male,M,American Indian or Alaska Native,1002-5,Not Hispanic or Latino,2186-2,10.0,3026.0,Unreliable,0.026%,2014,0.026,10.0,3026.0,330.469266358,35031,NM,35031,McKinley County,McKinley County_2014
133,,"McKinley County, NM",35031.0,45-54 years,45-54,Male,M,American Indian or Alaska Native,1002-5,Not Hispanic or Latino,2186-2,10.0,3065.0,Unreliable,0.026%,2014,0.026,10.0,3065.0,326.264274062,35031,NM,35031,McKinley County,McKinley County_2014
134,,"Rio Arriba County, NM",35039.0,35-44 years,35-44,Male,M,White,2106-3,Hispanic or Latino,2135-2,13.0,1547.0,Unreliable,0.034%,2014,0.034,13.0,1547.0,840.336134454,35039,NM,35039,Rio Arriba County,Rio Arriba County_2014
135,,"Rio Arriba County, NM",35039.0,45-54 years,45-54,Male,M,White,2106-3,Hispanic or Latino,2135-2,10.0,1749.0,Unreliable,0.026%,2014,0.026,10.0,1749.0,571.755288736,35039,NM,35039,Rio Arriba County,Rio Arriba County_2014
136,,"Sandoval County, NM",35043.0,35-44 years,35-44,Male,M,White,2106-3,Hispanic or Latino,2135-2,10.0,3203.0,Unreliable,0.026%,2014,0.026,10.0,3203.0,312.207305651,35043,NM,35043,Sandoval County,Sandoval County_2014
137,,"San Juan County, NM",35045.0,35-44 years,35-44,Male,M,American Indian or Alaska Native,1002-5,Not Hispanic or Latino,2186-2,11.0,2739.0,Unreliable,0.029%,2014,0.029,11.0,2739.0,401.606425703,35045,NM,35045,San Juan County,San Juan County_2014
138,,"Albany County, NY",36001.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,11.0,14436.0,Unreliable,0.029%,2014,0.029,11.0,14436.0,76.1983929066,36001,NY,36001,Albany County,Albany County_2014
139,,"Albany County, NY",36001.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,16472.0,Unreliable,0.026%,2014,0.026,10.0,16472.0,60.7090820787,36001,NY,36001,Albany County,Albany County_2014
140,,"Bronx County, NY",36005.0,25-34 years,25-34,Male,M,White,2106-3,Hispanic or Latino,2135-2,15.0,40774.0,Unreliable,0.039%,2014,0.039,15.0,40774.0,36.7881493108,36005,NY,36005,Bronx County,Bronx County_2014
141,,"Bronx County, NY",36005.0,35-44 years,35-44,Male,M,White,2106-3,Hispanic or Latino,2135-2,23.0,31273.0,73.546,0.060%,2014,0.06,23.0,31273.0,73.5458702395,36005,NY,36005,Bronx County,Bronx County_2014
142,,"Bronx County, NY",36005.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,13.0,8315.0,Unreliable,0.034%,2014,0.034,13.0,8315.0,156.343956705,36005,NY,36005,Bronx County,Bronx County_2014
143,,"Bronx County, NY",36005.0,45-54 years,45-54,Female,F,Black or African American,2054-5,Not Hispanic or Latino,2186-2,11.0,34893.0,Unreliable,0.029%,2014,0.029,11.0,34893.0,31.5249476972,36005,NY,36005,Bronx County,Bronx County_2014
144,,"Bronx County, NY",36005.0,45-54 years,45-54,Female,F,White,2106-3,Hispanic or Latino,2135-2,10.0,35754.0,Unreliable,0.026%,2014,0.026,10.0,35754.0,27.9688985848,36005,NY,36005,Bronx County,Bronx County_2014
145,,"Bronx County, NY",36005.0,45-54 years,45-54,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,15.0,29369.0,Unreliable,0.039%,2014,0.039,15.0,29369.0,51.0742619769,36005,NY,36005,Bronx County,Bronx County_2014
146,,"Bronx County, NY",36005.0,45-54 years,45-54,Male,M,White,2106-3,Hispanic or Latino,2135-2,42.0,29773.0,141.067,0.109%,2014,0.109,42.0,29773.0,141.06741007,36005,NY,36005,Bronx County,Bronx County_2014
147,,"Bronx County, NY",36005.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,13.0,9802.0,Unreliable,0.034%,2014,0.034,13.0,9802.0,132.625994695,36005,NY,36005,Bronx County,Bronx County_2014
148,,"Bronx County, NY",36005.0,55-64 years,55-64,Female,F,Black or African American,2054-5,Not Hispanic or Latino,2186-2,14.0,27444.0,Unreliable,0.036%,2014,0.036,14.0,27444.0,51.01297187,36005,NY,36005,Bronx County,Bronx County_2014
149,,"Bronx County, NY",36005.0,55-64 years,55-64,Female,F,White,2106-3,Hispanic or Latino,2135-2,13.0,27084.0,Unreliable,0.034%,2014,0.034,13.0,27084.0,47.9988184906,36005,NY,36005,Bronx County,Bronx County_2014
150,,"Bronx County, NY",36005.0,55-64 years,55-64,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,20.0,21927.0,91.212,0.052%,2014,0.052,20.0,21927.0,91.2117480732,36005,NY,36005,Bronx County,Bronx County_2014
151,,"Bronx County, NY",36005.0,55-64 years,55-64,Male,M,White,2106-3,Hispanic or Latino,2135-2,40.0,20742.0,192.845,0.104%,2014,0.104,40.0,20742.0,192.845434384,36005,NY,36005,Bronx County,Bronx County_2014
152,,"Bronx County, NY",36005.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,16.0,10212.0,Unreliable,0.042%,2014,0.042,16.0,10212.0,156.678417548,36005,NY,36005,Bronx County,Bronx County_2014
153,,"Bronx County, NY",36005.0,65-74 years,65-74,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,10.0,11270.0,Unreliable,0.026%,2014,0.026,10.0,11270.0,88.7311446318,36005,NY,36005,Bronx County,Bronx County_2014
154,,"Bronx County, NY",36005.0,65-74 years,65-74,Male,M,White,2106-3,Hispanic or Latino,2135-2,16.0,11985.0,Unreliable,0.042%,2014,0.042,16.0,11985.0,133.500208594,36005,NY,36005,Bronx County,Bronx County_2014
155,,"Erie County, NY",36029.0,15-24 years,15-24,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,15.0,44970.0,Unreliable,0.039%,2014,0.039,15.0,44970.0,33.3555703803,36029,NY,36029,Erie County,Erie County_2014
156,,"Erie County, NY",36029.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,24.0,47210.0,50.837,0.062%,2014,0.062,24.0,47210.0,50.8366871426,36029,NY,36029,Erie County,Erie County_2014
157,,"Erie County, NY",36029.0,35-44 years,35-44,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,14.0,39139.0,Unreliable,0.036%,2014,0.036,14.0,39139.0,35.7699481336,36029,NY,36029,Erie County,Erie County_2014
158,,"Erie County, NY",36029.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,13.0,38924.0,Unreliable,0.034%,2014,0.034,13.0,38924.0,33.3984174288,36029,NY,36029,Erie County,Erie County_2014
159,,"Erie County, NY",36029.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,17.0,54137.0,Unreliable,0.044%,2014,0.044,17.0,54137.0,31.4018139165,36029,NY,36029,Erie County,Erie County_2014
160,,"Erie County, NY",36029.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,33.0,52233.0,63.178,0.086%,2014,0.086,33.0,52233.0,63.1784504049,36029,NY,36029,Erie County,Erie County_2014
161,,"Erie County, NY",36029.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,16.0,55918.0,Unreliable,0.042%,2014,0.042,16.0,55918.0,28.6133266569,36029,NY,36029,Erie County,Erie County_2014
162,,"Erie County, NY",36029.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,30.0,52482.0,57.162,0.078%,2014,0.078,30.0,52482.0,57.1624556991,36029,NY,36029,Erie County,Erie County_2014
163,,"Kings County, NY",36047.0,25-34 years,25-34,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,11.0,98799.0,Unreliable,0.029%,2014,0.029,11.0,98799.0,11.1337159283,36047,NY,36047,Kings County,Kings County_2014
164,,"Kings County, NY",36047.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,24.0,95506.0,25.129,0.062%,2014,0.062,24.0,95506.0,25.1293112475,36047,NY,36047,Kings County,Kings County_2014
165,,"Kings County, NY",36047.0,35-44 years,35-44,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,11.0,45414.0,Unreliable,0.029%,2014,0.029,11.0,45414.0,24.2216056723,36047,NY,36047,Kings County,Kings County_2014
166,,"Kings County, NY",36047.0,35-44 years,35-44,Male,M,White,2106-3,Hispanic or Latino,2135-2,15.0,26918.0,Unreliable,0.039%,2014,0.039,15.0,26918.0,55.7247938183,36047,NY,36047,Kings County,Kings County_2014
167,,"Kings County, NY",36047.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,28.0,69227.0,40.447,0.073%,2014,0.073,28.0,69227.0,40.4466465396,36047,NY,36047,Kings County,Kings County_2014
168,,"Kings County, NY",36047.0,45-54 years,45-54,Female,F,Black or African American,2054-5,Not Hispanic or Latino,2186-2,15.0,67418.0,Unreliable,0.039%,2014,0.039,15.0,67418.0,22.2492509419,36047,NY,36047,Kings County,Kings County_2014
169,,"Kings County, NY",36047.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,15.0,49077.0,Unreliable,0.039%,2014,0.039,15.0,49077.0,30.5642154166,36047,NY,36047,Kings County,Kings County_2014
170,,"Kings County, NY",36047.0,45-54 years,45-54,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,26.0,47919.0,54.258,0.068%,2014,0.068,26.0,47919.0,54.2582274254,36047,NY,36047,Kings County,Kings County_2014
171,,"Kings County, NY",36047.0,45-54 years,45-54,Male,M,White,2106-3,Hispanic or Latino,2135-2,27.0,21321.0,126.636,0.070%,2014,0.07,27.0,21321.0,126.635711271,36047,NY,36047,Kings County,Kings County_2014
172,,"Kings County, NY",36047.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,32.0,50493.0,63.375,0.083%,2014,0.083,32.0,50493.0,63.3751213039,36047,NY,36047,Kings County,Kings County_2014
173,,"Kings County, NY",36047.0,55-64 years,55-64,Female,F,Black or African American,2054-5,Not Hispanic or Latino,2186-2,14.0,60237.0,Unreliable,0.036%,2014,0.036,14.0,60237.0,23.2415292926,36047,NY,36047,Kings County,Kings County_2014
174,,"Kings County, NY",36047.0,55-64 years,55-64,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,29.0,41591.0,69.727,0.075%,2014,0.075,29.0,41591.0,69.7266235484,36047,NY,36047,Kings County,Kings County_2014
175,,"Kings County, NY",36047.0,55-64 years,55-64,Male,M,White,2106-3,Hispanic or Latino,2135-2,22.0,14514.0,151.578,0.057%,2014,0.057,22.0,14514.0,151.577786964,36047,NY,36047,Kings County,Kings County_2014
176,,"Kings County, NY",36047.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,16.0,48492.0,Unreliable,0.042%,2014,0.042,16.0,48492.0,32.9951332179,36047,NY,36047,Kings County,Kings County_2014
177,,"Kings County, NY",36047.0,65-74 years,65-74,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,11.0,23882.0,Unreliable,0.029%,2014,0.029,11.0,23882.0,46.0597939871,36047,NY,36047,Kings County,Kings County_2014
178,,"Kings County, NY",36047.0,65-74 years,65-74,Male,M,White,2106-3,Hispanic or Latino,2135-2,10.0,8472.0,Unreliable,0.026%,2014,0.026,10.0,8472.0,118.035882908,36047,NY,36047,Kings County,Kings County_2014
179,,"Monroe County, NY",36055.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,16.0,36298.0,Unreliable,0.042%,2014,0.042,16.0,36298.0,44.0795636123,36055,NY,36055,Monroe County,Monroe County_2014
180,,"Monroe County, NY",36055.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,15.0,29329.0,Unreliable,0.039%,2014,0.039,15.0,29329.0,51.143918988,36055,NY,36055,Monroe County,Monroe County_2014
181,,"Monroe County, NY",36055.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,16.0,41531.0,Unreliable,0.042%,2014,0.042,16.0,41531.0,38.5254388288,36055,NY,36055,Monroe County,Monroe County_2014
182,,"Monroe County, NY",36055.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,20.0,39341.0,50.838,0.052%,2014,0.052,20.0,39341.0,50.8375486134,36055,NY,36055,Monroe County,Monroe County_2014
183,,"Monroe County, NY",36055.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,17.0,39488.0,Unreliable,0.044%,2014,0.044,17.0,39488.0,43.0510534846,36055,NY,36055,Monroe County,Monroe County_2014
184,,"Nassau County, NY",36059.0,15-24 years,15-24,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,14.0,53382.0,Unreliable,0.036%,2014,0.036,14.0,53382.0,26.2260687123,36059,NY,36059,Nassau County,Nassau County_2014
185,,"Nassau County, NY",36059.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,40.0,41378.0,96.670,0.104%,2014,0.104,40.0,41378.0,96.6697278747,36059,NY,36059,Nassau County,Nassau County_2014
186,,"Nassau County, NY",36059.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,22.0,44177.0,49.800,0.057%,2014,0.057,22.0,44177.0,49.7996695113,36059,NY,36059,Nassau County,Nassau County_2014
187,,"Nassau County, NY",36059.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,12.0,68898.0,Unreliable,0.031%,2014,0.031,12.0,68898.0,17.4170512932,36059,NY,36059,Nassau County,Nassau County_2014
188,,"Nassau County, NY",36059.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,43.0,65673.0,65.476,0.112%,2014,0.112,43.0,65673.0,65.4759185662,36059,NY,36059,Nassau County,Nassau County_2014
189,,"Nassau County, NY",36059.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,11.0,69810.0,Unreliable,0.029%,2014,0.029,11.0,69810.0,15.7570548632,36059,NY,36059,Nassau County,Nassau County_2014
190,,"Nassau County, NY",36059.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,32.0,65932.0,48.535,0.083%,2014,0.083,32.0,65932.0,48.5348540921,36059,NY,36059,Nassau County,Nassau County_2014
191,,"New York County, NY",36061.0,15-24 years,15-24,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,12.0,31557.0,Unreliable,0.031%,2014,0.031,12.0,31557.0,38.0264283677,36061,NY,36061,New York County,New York County_2014
192,,"New York County, NY",36061.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,23.0,94158.0,24.427,0.060%,2014,0.06,23.0,94158.0,24.4270269122,36061,NY,36061,New York County,New York County_2014
193,,"New York County, NY",36061.0,35-44 years,35-44,Male,M,White,2106-3,Hispanic or Latino,2135-2,12.0,21098.0,Unreliable,0.031%,2014,0.031,12.0,21098.0,56.8774291402,36061,NY,36061,New York County,New York County_2014
194,,"New York County, NY",36061.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,17.0,60698.0,Unreliable,0.044%,2014,0.044,17.0,60698.0,28.0075126034,36061,NY,36061,New York County,New York County_2014
195,,"New York County, NY",36061.0,45-54 years,45-54,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,14.0,15720.0,Unreliable,0.036%,2014,0.036,14.0,15720.0,89.058524173,36061,NY,36061,New York County,New York County_2014
196,,"New York County, NY",36061.0,45-54 years,45-54,Male,M,White,2106-3,Hispanic or Latino,2135-2,11.0,18155.0,Unreliable,0.029%,2014,0.029,11.0,18155.0,60.5893693197,36061,NY,36061,New York County,New York County_2014
197,,"New York County, NY",36061.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,18.0,52444.0,Unreliable,0.047%,2014,0.047,18.0,52444.0,34.3223247655,36061,NY,36061,New York County,New York County_2014
198,,"New York County, NY",36061.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,12.0,47322.0,Unreliable,0.031%,2014,0.031,12.0,47322.0,25.358184354,36061,NY,36061,New York County,New York County_2014
199,,"New York County, NY",36061.0,55-64 years,55-64,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,13.0,12341.0,Unreliable,0.034%,2014,0.034,13.0,12341.0,105.339923831,36061,NY,36061,New York County,New York County_2014
200,,"New York County, NY",36061.0,55-64 years,55-64,Male,M,White,2106-3,Hispanic or Latino,2135-2,20.0,13659.0,146.424,0.052%,2014,0.052,20.0,13659.0,146.423603485,36061,NY,36061,New York County,New York County_2014
201,,"New York County, NY",36061.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,19.0,45140.0,Unreliable,0.049%,2014,0.049,19.0,45140.0,42.0912715995,36061,NY,36061,New York County,New York County_2014
202,,"New York County, NY",36061.0,65-74 years,65-74,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,11.0,6520.0,Unreliable,0.029%,2014,0.029,11.0,6520.0,168.711656442,36061,NY,36061,New York County,New York County_2014
203,,"Niagara County, NY",36063.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,12.0,14472.0,Unreliable,0.031%,2014,0.031,12.0,14472.0,82.9187396352,36063,NY,36063,Niagara County,Niagara County_2014
204,,"Oneida County, NY",36065.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,14236.0,Unreliable,0.026%,2014,0.026,10.0,14236.0,70.2444506884,36065,NY,36065,Oneida County,Oneida County_2014
205,,"Onondaga County, NY",36067.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,23548.0,Unreliable,0.026%,2014,0.026,10.0,23548.0,42.4664515033,36067,NY,36067,Onondaga County,Onondaga County_2014
206,,"Onondaga County, NY",36067.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,21.0,27143.0,77.368,0.055%,2014,0.055,21.0,27143.0,77.3680138526,36067,NY,36067,Onondaga County,Onondaga County_2014
207,,"Onondaga County, NY",36067.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,10.0,28331.0,Unreliable,0.026%,2014,0.026,10.0,28331.0,35.2970244608,36067,NY,36067,Onondaga County,Onondaga County_2014
208,,"Onondaga County, NY",36067.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,17.0,26588.0,Unreliable,0.044%,2014,0.044,17.0,26588.0,63.9386189258,36067,NY,36067,Onondaga County,Onondaga County_2014
209,,"Orange County, NY",36071.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,12.0,12727.0,Unreliable,0.031%,2014,0.031,12.0,12727.0,94.2877347372,36071,NY,36071,Orange County,Orange County_2014
210,,"Orange County, NY",36071.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,14.0,19003.0,Unreliable,0.036%,2014,0.036,14.0,19003.0,73.672578014,36071,NY,36071,Orange County,Orange County_2014
211,,"Queens County, NY",36081.0,25-34 years,25-34,Male,M,White,2106-3,Hispanic or Latino,2135-2,12.0,50514.0,Unreliable,0.031%,2014,0.031,12.0,50514.0,23.7557904739,36081,NY,36081,Queens County,Queens County_2014
212,,"Queens County, NY",36081.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,19.0,49408.0,Unreliable,0.049%,2014,0.049,19.0,49408.0,38.4553108808,36081,NY,36081,Queens County,Queens County_2014
213,,"Queens County, NY",36081.0,35-44 years,35-44,Male,M,White,2106-3,Hispanic or Latino,2135-2,11.0,45219.0,Unreliable,0.029%,2014,0.029,11.0,45219.0,24.3260576306,36081,NY,36081,Queens County,Queens County_2014
214,,"Queens County, NY",36081.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,21.0,41871.0,50.154,0.055%,2014,0.055,21.0,41871.0,50.1540445655,36081,NY,36081,Queens County,Queens County_2014
215,,"Queens County, NY",36081.0,45-54 years,45-54,Male,M,Asian or Pacific Islander,A-PI,Not Hispanic or Latino,2186-2,12.0,44704.0,Unreliable,0.031%,2014,0.031,12.0,44704.0,26.8432355047,36081,NY,36081,Queens County,Queens County_2014
216,,"Queens County, NY",36081.0,45-54 years,45-54,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,17.0,28658.0,Unreliable,0.044%,2014,0.044,17.0,28658.0,59.3202596134,36081,NY,36081,Queens County,Queens County_2014
217,,"Queens County, NY",36081.0,45-54 years,45-54,Male,M,White,2106-3,Hispanic or Latino,2135-2,16.0,36863.0,Unreliable,0.042%,2014,0.042,16.0,36863.0,43.4039551854,36081,NY,36081,Queens County,Queens County_2014
218,,"Queens County, NY",36081.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,21.0,42230.0,49.728,0.055%,2014,0.055,21.0,42230.0,49.7276817428,36081,NY,36081,Queens County,Queens County_2014
219,,"Queens County, NY",36081.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,12.0,45340.0,Unreliable,0.031%,2014,0.031,12.0,45340.0,26.4666960741,36081,NY,36081,Queens County,Queens County_2014
